project,file_path,rule,n_alerts
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/azure_api.py,No Structured Output (NSO),5
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/azure_api.py,No System Message (NSM),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/azure_api.py,Unbounded Max Metrics (UMM),5
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/chatgpt_api.py,LLM Temperature Not Explicitly Set(TNES),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/chatgpt_api.py,No Structured Output (NSO),5
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/chatgpt_api.py,No System Message (NSM),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/chatgpt_api.py,Unbounded Max Metrics (UMM),5
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/gemini_api.py,LLM Temperature Not Explicitly Set(TNES),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/gemini_api.py,No Model Version Pinning (NMVP),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/APIs/gemini_api.py,Unbounded Max Metrics (UMM),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/chatgpt.py,LLM Temperature Not Explicitly Set(TNES),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/chatgpt.py,No Model Version Pinning (NMVP),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/chatgpt.py,No Structured Output (NSO),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/chatgpt.py,No System Message (NSM),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/chatgpt.py,Unbounded Max Metrics (UMM),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/llm_api.py,No Structured Output (NSO),5
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/llm_api.py,No System Message (NSM),1
0xk1h0__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/0xk1h0__PentestGPT/pentestgpt/utils/llm_api.py,Unbounded Max Metrics (UMM),5
ATheorell__AutoGPTArenaHack,/Users/bramss/Desktop/Extracted_Repo_ICSE/ATheorell__AutoGPTArenaHack/autogpts/gpt-engineer/gpt_engineer/core/ai.py,Unbounded Max Metrics (UMM),1
ATheorell__AutoGPTArenaHack,/Users/bramss/Desktop/Extracted_Repo_ICSE/ATheorell__AutoGPTArenaHack/benchmark/agbenchmark/utils/challenge.py,LLM Temperature Not Explicitly Set(TNES),1
ATheorell__AutoGPTArenaHack,/Users/bramss/Desktop/Extracted_Repo_ICSE/ATheorell__AutoGPTArenaHack/benchmark/agbenchmark/utils/challenge.py,No Model Version Pinning (NMVP),1
ATheorell__AutoGPTArenaHack,/Users/bramss/Desktop/Extracted_Repo_ICSE/ATheorell__AutoGPTArenaHack/benchmark/agbenchmark/utils/challenge.py,No Structured Output (NSO),1
ATheorell__AutoGPTArenaHack,/Users/bramss/Desktop/Extracted_Repo_ICSE/ATheorell__AutoGPTArenaHack/benchmark/agbenchmark/utils/challenge.py,Unbounded Max Metrics (UMM),1
AgentValley__chromadb-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/AgentValley__chromadb-chatbot/tools/chat_openai.py,No Structured Output (NSO),1
AgentValley__chromadb-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/AgentValley__chromadb-chatbot/tools/chat_openai.py,No System Message (NSM),1
AgentValley__chromadb-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/AgentValley__chromadb-chatbot/tools/chat_openai.py,Unbounded Max Metrics (UMM),1
BillSchumacher__Auto-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/BillSchumacher__Auto-GPT/autogpt/api_manager.py,No Structured Output (NSO),2
BillSchumacher__Auto-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/BillSchumacher__Auto-GPT/autogpt/api_manager.py,No System Message (NSM),1
CloudDevStudios__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/CloudDevStudios__Agent-LLM/provider/openai.py,No Structured Output (NSO),2
CloudDevStudios__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/CloudDevStudios__Agent-LLM/provider/openai.py,No System Message (NSM),1
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,LLM Temperature Not Explicitly Set(TNES),1
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,No Model Version Pinning (NMVP),2
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,No Structured Output (NSO),2
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,No System Message (NSM),1
Doriandarko__BabyAGIChatGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Doriandarko__BabyAGIChatGPT/main.py,Unbounded Max Metrics (UMM),1
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/chatglm_server.py,No Model Version Pinning (NMVP),2
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi.py,No Structured Output (NSO),2
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi.py,No System Message (NSM),1
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi_zh.py,No Structured Output (NSO),2
EmbraceAGI__LocalAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/EmbraceAGI__LocalAGI/local_agi_zh.py,No System Message (NSM),1
ExpressGit__langchain-ChatGLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/ExpressGit__langchain-ChatGLM/models/loader/loader.py,No Model Version Pinning (NMVP),2
FOLLGAD__Godmode-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/FOLLGAD__Godmode-GPT/autogpt/llm/api_manager.py,No Structured Output (NSO),2
FOLLGAD__Godmode-GPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/FOLLGAD__Godmode-GPT/autogpt/llm/api_manager.py,No System Message (NSM),1
Gamma-Software__AppifyAi,/Users/bramss/Desktop/Extracted_Repo_ICSE/Gamma-Software__AppifyAi/generative_app/core/chains/llm.py,Unbounded Max Metrics (UMM),3
Haste171__langchain-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/Haste171__langchain-chatbot/streamlit.py,Unbounded Max Metrics (UMM),1
Haste171__langchain-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/Haste171__langchain-chatbot/utils/query.py,Unbounded Max Metrics (UMM),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/models/create_model_cards.py,No Model Version Pinning (NMVP),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/spaces/demo/app.py,No Model Version Pinning (NMVP),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/create_data.py,No Model Version Pinning (NMVP),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gen.py,LLM Temperature Not Explicitly Set(TNES),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gen.py,No Structured Output (NSO),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gen.py,Unbounded Max Metrics (UMM),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gpt_langchain.py,LLM Temperature Not Explicitly Set(TNES),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/src/gpt_langchain.py,Unbounded Max Metrics (UMM),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_eval_models.py,No Model Version Pinning (NMVP),2
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_langchain_simple.py,LLM Temperature Not Explicitly Set(TNES),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_langchain_simple.py,Unbounded Max Metrics (UMM),1
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_long_context.py,No Model Version Pinning (NMVP),5
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_pipeline.py,No Model Version Pinning (NMVP),6
Jerk400__h2ogpt-dev-local,/Users/bramss/Desktop/Extracted_Repo_ICSE/Jerk400__h2ogpt-dev-local/tests/test_tokenizer.py,No Model Version Pinning (NMVP),2
Josh-XT__AGiXT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Josh-XT__AGiXT/provider/openai.py,No Structured Output (NSO),2
Josh-XT__AGiXT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Josh-XT__AGiXT/provider/openai.py,No System Message (NSM),1
Shaunwei__RealChar,/Users/bramss/Desktop/Extracted_Repo_ICSE/Shaunwei__RealChar/realtime_ai_character/llm/anthropic_llm.py,Unbounded Max Metrics (UMM),1
Shaunwei__RealChar,/Users/bramss/Desktop/Extracted_Repo_ICSE/Shaunwei__RealChar/realtime_ai_character/llm/openai_llm.py,Unbounded Max Metrics (UMM),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/agent_manager.py,LLM Temperature Not Explicitly Set(TNES),2
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/agent_manager.py,No Structured Output (NSO),2
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/agent_manager.py,No System Message (NSM),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/agent_manager.py,Unbounded Max Metrics (UMM),2
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/ai_functions.py,No Structured Output (NSO),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/ai_functions.py,No System Message (NSM),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/ai_functions.py,Unbounded Max Metrics (UMM),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/browse.py,LLM Temperature Not Explicitly Set(TNES),2
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/browse.py,No Model Version Pinning (NMVP),2
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/browse.py,No Structured Output (NSO),2
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/browse.py,No System Message (NSM),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/chat.py,LLM Temperature Not Explicitly Set(TNES),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/chat.py,No Model Version Pinning (NMVP),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/chat.py,No Structured Output (NSO),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/chat.py,No System Message (NSM),1
Significant-Gravitas__AutoGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/Significant-Gravitas__AutoGPT/scripts/chat.py,Unbounded Max Metrics (UMM),1
SolaceDev__pr-agent,/Users/bramss/Desktop/Extracted_Repo_ICSE/SolaceDev__pr-agent/pr_agent/algo/ai_handlers/langchain_ai_handler.py,LLM Temperature Not Explicitly Set(TNES),2
SolaceDev__pr-agent,/Users/bramss/Desktop/Extracted_Repo_ICSE/SolaceDev__pr-agent/pr_agent/algo/ai_handlers/langchain_ai_handler.py,Unbounded Max Metrics (UMM),2
VTSTech__localagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/VTSTech__localagi/babyagi.py,LLM Temperature Not Explicitly Set(TNES),1
VTSTech__localagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/VTSTech__localagi/babyagi.py,No Model Version Pinning (NMVP),2
VTSTech__localagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/VTSTech__localagi/babyagi.py,No Structured Output (NSO),1
VTSTech__localagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/VTSTech__localagi/babyagi.py,Unbounded Max Metrics (UMM),2
Vidminas__chatdocs-streamlit,/Users/bramss/Desktop/Extracted_Repo_ICSE/Vidminas__chatdocs-streamlit/chatdocs/llms.py,LLM Temperature Not Explicitly Set(TNES),3
Vidminas__chatdocs-streamlit,/Users/bramss/Desktop/Extracted_Repo_ICSE/Vidminas__chatdocs-streamlit/chatdocs/llms.py,No Model Version Pinning (NMVP),2
Vidminas__chatdocs-streamlit,/Users/bramss/Desktop/Extracted_Repo_ICSE/Vidminas__chatdocs-streamlit/chatdocs/llms.py,Unbounded Max Metrics (UMM),2
X-D-Lab__LangChain-ChatGLM-Webui,/Users/bramss/Desktop/Extracted_Repo_ICSE/X-D-Lab__LangChain-ChatGLM-Webui/chatllm.py,No Model Version Pinning (NMVP),4
ai8hyf__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/ai8hyf__babyagi/babyagi.py,No Structured Output (NSO),2
ai8hyf__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/ai8hyf__babyagi/babyagi.py,No System Message (NSM),1
aigeek0x0__chat-with-multiple-pdfs-streamlit-langchain-faiss-openai,/Users/bramss/Desktop/Extracted_Repo_ICSE/aigeek0x0__chat-with-multiple-pdfs-streamlit-langchain-faiss-openai/app.py,LLM Temperature Not Explicitly Set(TNES),1
aigeek0x0__chat-with-multiple-pdfs-streamlit-langchain-faiss-openai,/Users/bramss/Desktop/Extracted_Repo_ICSE/aigeek0x0__chat-with-multiple-pdfs-streamlit-langchain-faiss-openai/app.py,Unbounded Max Metrics (UMM),1
alejandro-ao__ask-multiple-pdfs,/Users/bramss/Desktop/Extracted_Repo_ICSE/alejandro-ao__ask-multiple-pdfs/app.py,LLM Temperature Not Explicitly Set(TNES),1
alejandro-ao__ask-multiple-pdfs,/Users/bramss/Desktop/Extracted_Repo_ICSE/alejandro-ao__ask-multiple-pdfs/app.py,Unbounded Max Metrics (UMM),1
amauryfischer__Auto-GPT-WebUI,/Users/bramss/Desktop/Extracted_Repo_ICSE/amauryfischer__Auto-GPT-WebUI/autogpt/llm_utils.py,No Structured Output (NSO),2
amauryfischer__Auto-GPT-WebUI,/Users/bramss/Desktop/Extracted_Repo_ICSE/amauryfischer__Auto-GPT-WebUI/autogpt/llm_utils.py,No System Message (NSM),1
arc53__DocsGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/arc53__DocsGPT/application/llm/huggingface.py,LLM Temperature Not Explicitly Set(TNES),2
arc53__DocsGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/arc53__DocsGPT/application/llm/huggingface.py,No Model Version Pinning (NMVP),2
arc53__DocsGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/arc53__DocsGPT/application/llm/huggingface.py,Unbounded Max Metrics (UMM),2
arc53__DocsGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/arc53__DocsGPT/application/llm/openai.py,LLM Temperature Not Explicitly Set(TNES),2
arc53__DocsGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/arc53__DocsGPT/application/llm/openai.py,No Structured Output (NSO),2
arc53__DocsGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/arc53__DocsGPT/application/llm/openai.py,No System Message (NSM),1
arc53__DocsGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/arc53__DocsGPT/application/llm/openai.py,Unbounded Max Metrics (UMM),2
benjaminearlevans__Chatgpt-babyagi-plugin,/Users/bramss/Desktop/Extracted_Repo_ICSE/benjaminearlevans__Chatgpt-babyagi-plugin/main.py,LLM Temperature Not Explicitly Set(TNES),1
