project,file_path,rule,n_alerts
goetzrobin__MemGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/goetzrobin__MemGPT/examples/openai_client_assistants.py,No Structured Output (NSO),1
goetzrobin__MemGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/goetzrobin__MemGPT/examples/openai_client_assistants.py,No System Message (NSM),1
goetzrobin__MemGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/goetzrobin__MemGPT/examples/openai_client_assistants.py,Unbounded Max Metrics (UMM),1
goetzrobin__MemGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/goetzrobin__MemGPT/tests/test_openai_client.py,LLM Temperature Not Explicitly Set(TNES),2
goetzrobin__MemGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/goetzrobin__MemGPT/tests/test_openai_client.py,No Structured Output (NSO),1
goetzrobin__MemGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/goetzrobin__MemGPT/tests/test_openai_client.py,No System Message (NSM),1
goetzrobin__MemGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/goetzrobin__MemGPT/tests/test_openai_client.py,Unbounded Max Metrics (UMM),1
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/models/create_model_cards.py,No Model Version Pinning (NMVP),1
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/spaces/demo/app.py,No Model Version Pinning (NMVP),2
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/src/create_data.py,No Model Version Pinning (NMVP),1
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/src/gen.py,LLM Temperature Not Explicitly Set(TNES),2
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/src/gen.py,No Structured Output (NSO),2
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/src/gen.py,Unbounded Max Metrics (UMM),2
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/src/gpt_langchain.py,LLM Temperature Not Explicitly Set(TNES),1
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/src/gpt_langchain.py,Unbounded Max Metrics (UMM),1
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/tests/test_eval_models.py,No Model Version Pinning (NMVP),2
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/tests/test_langchain_simple.py,LLM Temperature Not Explicitly Set(TNES),1
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/tests/test_langchain_simple.py,Unbounded Max Metrics (UMM),1
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/tests/test_pipeline.py,No Model Version Pinning (NMVP),6
h2oai__h2ogpt,/Users/bramss/Desktop/Extracted_Repo_ICSE/h2oai__h2ogpt/tests/test_tokenizer.py,No Model Version Pinning (NMVP),2
hlohaus__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/hlohaus__Agent-LLM/provider/gpt4free.py,No Structured Output (NSO),1
hlohaus__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/hlohaus__Agent-LLM/provider/huggingface.py,No Model Version Pinning (NMVP),9
hlohaus__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/hlohaus__Agent-LLM/provider/openai.py,No Structured Output (NSO),2
hlohaus__Agent-LLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/hlohaus__Agent-LLM/provider/openai.py,No System Message (NSM),1
hzg0601__langchain-ChatGLM-annotation,/Users/bramss/Desktop/Extracted_Repo_ICSE/hzg0601__langchain-ChatGLM-annotation/models/fastchat_openai_llm.py,LLM Temperature Not Explicitly Set(TNES),2
hzg0601__langchain-ChatGLM-annotation,/Users/bramss/Desktop/Extracted_Repo_ICSE/hzg0601__langchain-ChatGLM-annotation/models/fastchat_openai_llm.py,No Structured Output (NSO),2
hzg0601__langchain-ChatGLM-annotation,/Users/bramss/Desktop/Extracted_Repo_ICSE/hzg0601__langchain-ChatGLM-annotation/models/fastchat_openai_llm.py,Unbounded Max Metrics (UMM),2
hzg0601__langchain-ChatGLM-annotation,/Users/bramss/Desktop/Extracted_Repo_ICSE/hzg0601__langchain-ChatGLM-annotation/models/loader/loader.py,No Model Version Pinning (NMVP),3
iMagist486__ElasticSearch-Langchain-Chatglm2,/Users/bramss/Desktop/Extracted_Repo_ICSE/iMagist486__ElasticSearch-Langchain-Chatglm2/model/chatglm_llm.py,No Model Version Pinning (NMVP),2
junruxiong__IncarnaMind,/Users/bramss/Desktop/Extracted_Repo_ICSE/junruxiong__IncarnaMind/main.py,Unbounded Max Metrics (UMM),1
junruxiong__IncarnaMind,/Users/bramss/Desktop/Extracted_Repo_ICSE/junruxiong__IncarnaMind/toolkit/local_llm.py,LLM Temperature Not Explicitly Set(TNES),1
junruxiong__IncarnaMind,/Users/bramss/Desktop/Extracted_Repo_ICSE/junruxiong__IncarnaMind/toolkit/local_llm.py,No Model Version Pinning (NMVP),2
junruxiong__IncarnaMind,/Users/bramss/Desktop/Extracted_Repo_ICSE/junruxiong__IncarnaMind/toolkit/local_llm.py,Unbounded Max Metrics (UMM),2
junruxiong__IncarnaMind,/Users/bramss/Desktop/Extracted_Repo_ICSE/junruxiong__IncarnaMind/toolkit/retrivers.py,No Structured Output (NSO),1
labring__FastGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/labring__FastGPT/files/models/Baichuan2/openai_api.py,No Model Version Pinning (NMVP),2
labring__FastGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/labring__FastGPT/files/models/ChatGLM2/openai_api.py,No Model Version Pinning (NMVP),2
langchain-ai__chat-langchain,/Users/bramss/Desktop/Extracted_Repo_ICSE/langchain-ai__chat-langchain/_scripts/evaluate_chains_agent.py,Unbounded Max Metrics (UMM),1
langchain-ai__chat-langchain,/Users/bramss/Desktop/Extracted_Repo_ICSE/langchain-ai__chat-langchain/main.py,Unbounded Max Metrics (UMM),1
marella__chatdocs,/Users/bramss/Desktop/Extracted_Repo_ICSE/marella__chatdocs/chatdocs/llms.py,LLM Temperature Not Explicitly Set(TNES),1
marella__chatdocs,/Users/bramss/Desktop/Extracted_Repo_ICSE/marella__chatdocs/chatdocs/llms.py,No Model Version Pinning (NMVP),1
marella__chatdocs,/Users/bramss/Desktop/Extracted_Repo_ICSE/marella__chatdocs/chatdocs/llms.py,Unbounded Max Metrics (UMM),1
matigumma__bb.agi,/Users/bramss/Desktop/Extracted_Repo_ICSE/matigumma__bb.agi/babyagi.py,No Structured Output (NSO),2
matigumma__bb.agi,/Users/bramss/Desktop/Extracted_Repo_ICSE/matigumma__bb.agi/babyagi.py,No System Message (NSM),1
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/babycoder/babycoder.py,No Structured Output (NSO),2
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/babycoder/babycoder.py,No System Message (NSM),1
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/classic/BabyCatAGI.py,No Model Version Pinning (NMVP),3
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/classic/BabyCatAGI.py,No Structured Output (NSO),3
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/classic/BabyCatAGI.py,No System Message (NSM),1
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/classic/babyagi.py,No Structured Output (NSO),3
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/extensions/smart_search.py,No Model Version Pinning (NMVP),2
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/extensions/smart_search.py,No Structured Output (NSO),2
robiwan303__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/robiwan303__babyagi/extensions/smart_search.py,No System Message (NSM),1
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/babyagi.py,LLM Temperature Not Explicitly Set(TNES),3
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/babyagi.py,No Model Version Pinning (NMVP),1
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/babyagi.py,No Structured Output (NSO),2
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/babyagi.py,No System Message (NSM),1
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/babyagi.py,Unbounded Max Metrics (UMM),1
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/babycoder/babycoder.py,No Structured Output (NSO),2
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/babycoder/babycoder.py,No System Message (NSM),1
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/classic/BabyCatAGI.py,No Model Version Pinning (NMVP),3
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/classic/BabyCatAGI.py,No Structured Output (NSO),3
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/classic/BabyCatAGI.py,No System Message (NSM),1
saten-private__BabyCommandAGI,/Users/bramss/Desktop/Extracted_Repo_ICSE/saten-private__BabyCommandAGI/classic/babyagi.py,No Structured Output (NSO),3
sw5park__LUISE,/Users/bramss/Desktop/Extracted_Repo_ICSE/sw5park__LUISE/src/agents/base_agent.py,No Structured Output (NSO),1
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/adapter/hf_adapter.py,No Model Version Pinning (NMVP),2
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/adapter/loader.py,No Model Version Pinning (NMVP),1
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/adapter/old_adapter.py,No Model Version Pinning (NMVP),18
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/chatgpt.py,LLM Temperature Not Explicitly Set(TNES),2
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/chatgpt.py,No Structured Output (NSO),2
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/chatgpt.py,No System Message (NSM),1
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/chatgpt.py,Unbounded Max Metrics (UMM),2
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/gemini.py,LLM Temperature Not Explicitly Set(TNES),1
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/gemini.py,No Model Version Pinning (NMVP),1
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/gemini.py,No System Message (NSM),1
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/model/proxy/llms/gemini.py,Unbounded Max Metrics (UMM),1
uukuguy__DB-GPT-Lite,/Users/bramss/Desktop/Extracted_Repo_ICSE/uukuguy__DB-GPT-Lite/dbgpt/util/global_helper.py,No Model Version Pinning (NMVP),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt.py,LLM Temperature Not Explicitly Set(TNES),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt.py,No Model Version Pinning (NMVP),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt.py,No Structured Output (NSO),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt.py,No System Message (NSM),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt.py,Unbounded Max Metrics (UMM),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt_api.py,No Structured Output (NSO),3
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt_api.py,No System Message (NSM),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/pentestgpt/utils/chatgpt_api.py,Unbounded Max Metrics (UMM),3
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt.py,LLM Temperature Not Explicitly Set(TNES),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt.py,No Model Version Pinning (NMVP),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt.py,No Structured Output (NSO),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt.py,No System Message (NSM),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt.py,Unbounded Max Metrics (UMM),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt_api.py,No Structured Output (NSO),3
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt_api.py,No System Message (NSM),1
vmayoral__PentestGPT,/Users/bramss/Desktop/Extracted_Repo_ICSE/vmayoral__PentestGPT/utils/chatgpt_api.py,Unbounded Max Metrics (UMM),3
yoheinakajima__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/yoheinakajima__babyagi/babyagi.py,No Structured Output (NSO),2
yoheinakajima__babyagi,/Users/bramss/Desktop/Extracted_Repo_ICSE/yoheinakajima__babyagi/babyagi.py,No System Message (NSM),1
yujiosaka__ChatIQ,/Users/bramss/Desktop/Extracted_Repo_ICSE/yujiosaka__ChatIQ/chatiq/handlers/app_mention.py,Unbounded Max Metrics (UMM),1
yvann-hub__Robby-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/yvann-hub__Robby-chatbot/src/chatbot_csv.py,Unbounded Max Metrics (UMM),1
yvann-hub__Robby-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/yvann-hub__Robby-chatbot/src/modules/chatbot.py,Unbounded Max Metrics (UMM),1
yvann-hub__Robby-chatbot,/Users/bramss/Desktop/Extracted_Repo_ICSE/yvann-hub__Robby-chatbot/src/tuto_chatbot_csv.py,Unbounded Max Metrics (UMM),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/chains/llmchain_with_history.py,LLM Temperature Not Explicitly Set(TNES),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/chains/llmchain_with_history.py,Unbounded Max Metrics (UMM),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/chat.py,LLM Temperature Not Explicitly Set(TNES),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/chat.py,Unbounded Max Metrics (UMM),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/knowledge_base_chat.py,LLM Temperature Not Explicitly Set(TNES),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/knowledge_base_chat.py,Unbounded Max Metrics (UMM),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/openai_chat.py,LLM Temperature Not Explicitly Set(TNES),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/openai_chat.py,No Structured Output (NSO),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/openai_chat.py,Unbounded Max Metrics (UMM),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/search_engine_chat.py,LLM Temperature Not Explicitly Set(TNES),1
zhjunqin__Langchain-Chatchat-InternLM,/Users/bramss/Desktop/Extracted_Repo_ICSE/zhjunqin__Langchain-Chatchat-InternLM/server/chat/search_engine_chat.py,Unbounded Max Metrics (UMM),1
